UniRef100_A8NZK6	NA	1	19	1	118	78
UniRef100_A8NZS1	NA	2	19	11	3	22
UniRef100_A8P065	NA	15	105	104	127	5
UniRef100_A8P0I8	NA	2	56	108	98	22
UniRef100_A8P0Q4	NA	41	113	1	74	41
UniRef100_A8P0Q6	NA	22	22	72	49	40
UniRef100_A8P0T8	NA	7	140	30	40	18
UniRef100_A8P0X0	NA	4	31	49	118	76
UniRef100_A8P0Y0	NA	14	66	3	32	22
UniRef100_A8P0Z7	NA	46	81	22	42	72
UniRef100_A8P136	NA	14	122	17	85	25
UniRef100_A8P152	NA	2	114	108	44	38
UniRef100_A8P1B1	NA	1	46	18	129	38
UniRef100_A8P1B4	NA	2	140	66	18	22
UniRef100_A8P1D4	NA	25	123	77	98	28
UniRef100_A8P1E7	NA	14	19	66	74	3
UniRef100_A8P1N0	NA	46	49	108	127	20
UniRef100_A8P1P6	NA	27	15	61	15	54
UniRef100_A8P1Q2	NA	1	3	22	25	3
UniRef100_A8P232	NA	10	116	38	59	29
UniRef100_A8P246	NA	43	142	48	49	3
UniRef100_A8P2H5	NA	31	81	18	25	71
UniRef100_A8P2H8	NA	1	63	28	88	1
UniRef100_A8P2X1	NA	24	46	2	57	4
UniRef100_A8P3D2	NA	1	46	100	88	22
UniRef100_A8P3E5	NA	10	10	70	106	46
UniRef100_A8P3H4	NA	2	73	57	37	4
UniRef100_A8P3L8	NA	1	133	48	11	1
UniRef100_A8P3R8	NA	1	22	100	32	65
UniRef100_A8P3V7	NA	1	60	77	37	65
UniRef100_A8P477	NA	1	69	66	7	57
UniRef100_A8P4D4	NA	1	2	1	40	50
UniRef100_A8P4D9	NA	37	60	17	88	18
UniRef100_A8P4G8	NA	1	49	1	2	52
UniRef100_A8P4H1	NA	13	96	26	9	63
UniRef100_A8P4K8	NA	1	115	86	41	3
UniRef100_A8P4U1	NA	43	81	90	81	29
UniRef100_A8P5F6	NA	1	1	1	1	79
UniRef100_A8P5I2	NA	2	138	50	62	49
UniRef100_A8P5P3	NA	1	123	100	13	71
UniRef100_A8P5T3	NA	2	110	86	70	10
UniRef100_A8P5U7	NA	24	60	3	16	76
UniRef100_A8P622	NA	1	141	62	129	71
UniRef100_A8P660	NA	14	14	3	79	2
UniRef100_A8P698	NA	2	14	82	55	85
UniRef100_A8P6G1	NA	2	50	66	74	71
UniRef100_A8P6J0	NA	2	26	66	41	22
UniRef100_A8P6J2	NA	37	19	100	109	65
UniRef100_A8P6U5	NA	41	87	28	112	15
UniRef100_A8P6V8	NA	31	121	64	114	18
UniRef100_A8P6W9	NA	31	14	93	29	3
UniRef100_A8P6Y5	NA	1	67	86	2	18
UniRef100_A8P728	NA	2	111	84	123	22
UniRef100_A8P785	NA	1	26	77	29	38
UniRef100_A8P7E0	NA	14	37	2	21	38
UniRef100_A8P7G0	NA	1	19	34	32	57
UniRef100_A8P7S4	NA	2	140	7	34	22
UniRef100_A8P7X2	NA	1	72	35	41	2
UniRef100_A8P7Z4	NA	1	100	86	34	38
UniRef100_A8P859	NA	14	50	108	127	22
UniRef100_A8P886	NA	44	115	93	2	10
UniRef100_A8P890	NA	6	14	34	2	57
UniRef100_A8P8C1	NA	10	123	77	69	16
UniRef100_A8P8H0	NA	14	77	95	111	76
UniRef100_A8P8T0	NA	1	37	7	29	38
UniRef100_A8P8Y6	NA	1	111	48	45	38
UniRef100_A8P913	NA	1	105	93	42	49
UniRef100_A8P933	NA	1	1	1	112	1
UniRef100_A8P964	NA	2	59	93	44	71
UniRef100_A8P9A8	NA	1	2	1	1	84
UniRef100_A8P9H0	NA	2	22	100	98	49
UniRef100_A8P9L1	NA	2	37	66	25	38
UniRef100_A8P9P7	NA	44	2	81	16	56
UniRef100_A8P9Y0	NA	31	54	86	3	2
UniRef100_A8PA17	NA	1	73	61	25	2
UniRef100_A8PA32	NA	2	60	79	55	57
UniRef100_A8PA45	NA	2	46	49	16	38
UniRef100_A8PA47	NA	37	103	53	127	57
UniRef100_A8PAL4	NA	2	105	53	1	1
UniRef100_A8PAN8	NA	1	131	60	63	22
UniRef100_A8PAV3	NA	4	3	34	98	49
UniRef100_A8PB19	NA	19	79	11	56	46
UniRef100_A8PB51	NA	6	122	4	87	52
UniRef100_A8PBG8	NA	1	67	42	69	22
UniRef100_A8PBH0	NA	3	84	85	10	1
UniRef100_A8PC08	NA	14	108	3	63	1
UniRef100_A8PC25	NA	1	2	2	37	80
UniRef100_A8PC53	NA	4	83	109	36	52
UniRef100_A8PC57	NA	24	136	105	54	4
UniRef100_A8PCB9	NA	1	9	93	49	49
UniRef100_A8PCD0	NA	2	21	70	78	1
UniRef100_A8PCE7	NA	2	19	100	49	16
UniRef100_A8PCN5	NA	1	54	93	32	1
UniRef100_A8PCV2	NA	31	73	66	83	57
UniRef100_A8PCY3	NA	1	1	1	25	25
UniRef100_A8PD83	NA	24	100	38	48	3
UniRef100_A8PDQ4	NA	1	77	72	92	6
UniRef100_A8PDX6	NA	43	64	22	34	16
UniRef100_A8PDX8	NA	14	26	3	7	57
UniRef100_A8PE58	NA	31	31	11	21	4
UniRef100_A8PE64	NA	37	81	46	64	4
UniRef100_A8PEE2	NA	1	46	11	34	1
UniRef100_A8PEL0	NA	27	8	51	68	77
UniRef100_A8PEQ0	NA	8	66	1	1	2
UniRef100_A8PF21	NA	1	5	62	66	1
UniRef100_A8PF59	NA	2	69	36	62	49
UniRef100_A8PF82	NA	2	19	7	118	71
UniRef100_A8PFE3	NA	8	33	104	31	47
UniRef100_A8PFY3	NA	46	71	3	78	6
UniRef100_A8PFZ7	NA	14	140	49	34	49
UniRef100_A8PG88	NA	31	93	43	29	4
UniRef100_A8PGI6	NA	1	77	108	25	1
UniRef100_A8PGM3	NA	1	22	3	25	22
UniRef100_A8PGM6	NA	5	44	8	35	29
UniRef100_A8PGZ3	NA	10	78	45	77	73
UniRef100_A8PGZ4	NA	1	106	35	7	1
UniRef100_A8PH22	NA	2	19	77	118	65
UniRef100_A8PHE3	NA	1	1	2	29	59
UniRef100_A8PHN9	NA	37	90	100	99	76
UniRef100_A8PHP4	NA	37	72	36	41	22
UniRef100_A8PHQ3	NA	46	104	85	59	20
UniRef100_A8PHZ7	NA	31	37	1	16	57
UniRef100_A8PI02	NA	14	135	17	49	71
UniRef100_A8PI91	NA	39	124	102	73	2
UniRef100_A8PID7	NA	37	16	96	91	21
UniRef100_A8PII1	NA	1	1	1	64	1
UniRef100_A8PII3	NA	24	14	22	21	49
UniRef100_A8PIJ2	NA	14	31	86	118	22
UniRef100_A8PIQ2	NA	1	14	28	58	49
UniRef100_A8PIW6	NA	2	64	28	69	22
UniRef100_A8PJ17	NA	1	1	93	105	1
UniRef100_A8PJ38	NA	18	141	48	23	47
UniRef100_A8PJ70	NA	2	140	3	34	2
UniRef100_A8PJA1	NA	1	86	17	29	82
UniRef100_A8PJB5	NA	39	90	15	56	30
UniRef100_A8PJC5	NA	18	14	7	16	51
UniRef100_A8PJC7	NA	44	2	18	16	48
UniRef100_A8PJE1	NA	1	73	49	2	71
UniRef100_A8PJH0	NA	19	33	107	20	56
UniRef100_A8PJH5	NA	13	67	96	75	33
UniRef100_A8PJH9	NA	37	141	73	48	10
UniRef100_A8PJI1	NA	1	50	66	118	22
UniRef100_A8PJI7	NA	14	60	3	74	49
UniRef100_A8PJI9	NA	8	125	17	93	2
UniRef100_A8PJK2	NA	1	1	1	1	47
UniRef100_A8PJM3	NA	37	97	30	48	38
UniRef100_A8PJQ8	NA	28	133	30	40	12
UniRef100_A8PJR8	NA	2	37	93	45	1
UniRef100_A8PJS0	NA	43	26	18	93	6
UniRef100_A8PJS2	NA	14	89	14	134	57
UniRef100_A8PJS6	NA	46	41	57	37	4
UniRef100_A8PJV1	NA	1	86	2	59	1
UniRef100_A8PJV4	NA	15	2	100	1	28
UniRef100_A8PJW6	NA	14	41	66	127	76
UniRef100_A8PK40	NA	2	82	39	29	38
UniRef100_A8PKA4	NA	43	29	50	126	18
UniRef100_A8PKH2	NA	24	109	41	48	82
UniRef100_A8PKM4	NA	31	67	15	113	6
UniRef100_A8PKW7	NA	11	2	2	2	8
UniRef100_A8PKZ5	NA	31	22	93	7	65
UniRef100_A8PLE0	NA	2	1	1	88	83
UniRef100_A8PLQ6	NA	44	115	28	3	65
UniRef100_A8PMI9	NA	1	133	49	42	2
UniRef100_A8PN28	NA	1	26	34	11	57
UniRef100_A8PN33	NA	24	67	7	11	26
UniRef100_A8PN50	NA	24	70	86	44	38
UniRef100_A8PNC8	NA	1	3	86	45	49
UniRef100_A8PNE4	NA	37	111	84	95	82
UniRef100_A8PNE7	NA	2	54	30	109	22
UniRef100_A8PNH5	NA	31	46	17	92	10
UniRef100_A8PNJ1	NA	2	37	66	118	76
UniRef100_A8PNU0	NA	1	105	100	101	49
UniRef100_A8PPE0	NA	1	31	17	98	38
UniRef100_A8PPJ7	NA	14	37	77	25	22
UniRef100_A8PPN8	NA	1	1	34	78	1
UniRef100_A8PPR1	NA	14	89	18	49	49
UniRef100_A8PPT7	NA	2	50	100	2	65
UniRef100_A8PPU4	NA	14	105	2	1	78
UniRef100_A8PQ69	NA	2	54	49	11	22
UniRef100_A8PQ94	NA	14	98	43	80	6
UniRef100_A8PQD2	NA	1	70	1	60	1
UniRef100_A8PQE2	NA	2	75	77	44	1
UniRef100_A8PQF1	NA	13	74	54	92	30
UniRef100_A8PQF5	NA	12	143	67	120	60
UniRef100_A8PQJ3	NA	24	60	60	62	1
UniRef100_A8PQL8	NA	2	46	15	11	2
UniRef100_A8PQM2	NA	2	49	44	119	30
UniRef100_A8PQN8	NA	1	56	86	127	2
UniRef100_A8PQQ1	NA	1	69	64	127	22
UniRef100_A8PQS8	NA	2	64	15	41	38
UniRef100_A8PQU6	NA	2	90	11	75	71
UniRef100_A8PQW0	NA	1	70	2	53	38
UniRef100_A8PR56	NA	1	46	17	88	49
UniRef100_A8PRR9	NA	1	26	11	3	2
UniRef100_A8PRS4	NA	2	75	108	48	30
UniRef100_A8PRU4	NA	1	54	3	49	2
UniRef100_A8PRX5	NA	11	50	88	29	39
UniRef100_A8PRZ0	NA	5	60	15	101	8
UniRef100_A8PS25	NA	1	22	49	76	49
UniRef100_A8PS37	NA	14	56	86	98	38
UniRef100_A8PS51	NA	14	71	93	21	49
UniRef100_A8PSA7	NA	1	63	35	57	38
UniRef100_A8PSC7	NA	14	9	30	2	22
UniRef100_A8PSF7	NA	1	63	48	118	1
UniRef100_A8PSG4	NA	3	133	34	11	29
UniRef100_A8PSK7	NA	1	87	39	127	1
UniRef100_A8PSM6	NA	2	140	100	41	1
UniRef100_A8PSP8	NA	37	35	79	106	3
UniRef100_A8PSU1	NA	1	66	86	21	2
UniRef100_A8PSU4	NA	2	9	46	25	65
UniRef100_A8PSW9	NA	37	108	108	79	35
UniRef100_A8PSZ9	NA	2	95	42	72	57
UniRef100_A8PT21	NA	1	37	77	44	65
UniRef100_A8PT54	NA	24	86	2	14	57
UniRef100_A8PT63	NA	44	14	93	16	16
UniRef100_A8PT99	NA	14	3	15	127	38
UniRef100_A8PTA1	NA	2	115	43	40	82
UniRef100_A8PTC5	NA	1	115	66	25	48
UniRef100_A8PTD9	NA	31	70	1	93	22
UniRef100_A8PTJ2	NA	1	138	4	89	57
UniRef100_A8PTL9	NA	25	71	70	75	53
UniRef100_A8PTM3	NA	2	46	3	3	8
UniRef100_A8PTM4	NA	3	106	53	49	43
UniRef100_A8PTP7	NA	2	54	39	127	49
UniRef100_A8PTQ4	NA	20	92	106	52	61
UniRef100_A8PTW4	NA	2	37	66	21	1
UniRef100_A8PTW6	NA	1	98	35	109	22
UniRef100_A8PTY7	NA	15	56	22	42	33
UniRef100_A8PU34	NA	1	1	1	81	1
UniRef100_A8PU57	NA	14	9	7	16	1
UniRef100_A8PUG1	NA	33	101	9	47	19
UniRef100_A8PUK2	NA	1	14	34	34	3
UniRef100_A8PUQ2	NA	14	116	93	127	2
UniRef100_A8PUV1	NA	14	105	2	105	65
UniRef100_A8PV13	NA	1	37	18	74	1
UniRef100_A8PV44	NA	2	103	57	41	2
UniRef100_A8PV46	NA	24	86	49	48	71
UniRef100_A8PV69	NA	1	105	1	75	2
UniRef100_A8PVC0	NA	17	12	55	108	1
UniRef100_A8PVC4	NA	1	133	3	41	2
UniRef100_A8PVD0	NA	1	49	2	62	1
UniRef100_A8PVM5	NA	6	77	111	64	26
UniRef100_A8PVP2	NA	39	42	83	57	49
UniRef100_A8PVX0	NA	24	1	34	74	11
UniRef100_A8PVY6	NA	1	86	30	11	23
UniRef100_A8PW29	NA	2	14	49	29	2
UniRef100_A8PW35	NA	14	46	49	3	71
UniRef100_A8PW93	NA	2	112	71	58	2
UniRef100_A8PWE4	NA	31	85	3	78	49
UniRef100_A8PWG1	NA	46	123	34	127	65
UniRef100_A8PXI9	NA	1	41	34	63	57
UniRef100_A8PXJ5	NA	1	1	1	63	1
UniRef100_A8PXK2	NA	14	119	28	79	65
UniRef100_A8PXM0	NA	14	105	49	45	2
UniRef100_A8PXR9	NA	14	54	66	32	22
UniRef100_A8PY76	NA	1	26	77	81	2
UniRef100_A8PY78	NA	31	71	36	73	76
UniRef100_A8PYB2	NA	2	9	66	37	57
UniRef100_A8PYK7	NA	31	62	46	5	28
UniRef100_A8PYU2	NA	1	139	39	66	22
UniRef100_A8PYX8	NA	5	141	46	128	35
UniRef100_A8PYX9	NA	44	106	43	66	65
UniRef100_A8PYZ8	NA	29	61	80	71	81
UniRef100_A8PZ04	NA	1	70	77	60	2
UniRef100_A8PZ16	NA	1	22	15	98	1
UniRef100_A8PZ20	NA	1	67	108	44	2
UniRef100_A8PZ36	NA	1	86	100	41	2
UniRef100_A8PZ41	NA	1	3	2	62	3
UniRef100_A8PZA4	NA	2	87	35	25	1
UniRef100_A8PZA5	NA	2	93	60	73	38
UniRef100_A8PZE6	NA	1	14	22	16	2
UniRef100_A8PZG1	NA	2	64	17	118	1
UniRef100_A8PZI9	NA	1	59	3	127	1
UniRef100_A8PZM2	NA	2	69	47	78	49
UniRef100_A8PZR1	NA	9	2	3	3	1
UniRef100_A8PZR3	NA	2	105	66	57	82
UniRef100_A8Q004	NA	1	1	1	1	53
UniRef100_A8Q009	NA	24	105	1	66	2
UniRef100_A8Q045	NA	31	81	100	11	49
UniRef100_A8Q056	NA	1	133	34	56	22
UniRef100_A8Q060	NA	1	60	86	3	22
UniRef100_A8Q082	NA	2	26	100	25	38
UniRef100_A8Q083	NA	1	63	28	16	22
UniRef100_A8Q0B1	NA	1	14	67	88	2
UniRef100_A8Q0B3	NA	1	3	25	109	1
UniRef100_A8Q0C1	NA	1	64	7	1	22
UniRef100_A8Q0D9	NA	1	131	2	32	1
UniRef100_A8Q0E7	NA	1	37	49	127	65
UniRef100_A8Q0F1	NA	9	90	18	3	2
UniRef100_A8Q0I9	NA	37	74	66	98	22
UniRef100_A8Q0J1	NA	17	97	42	110	35
UniRef100_A8Q0L6	NA	31	142	101	125	3
UniRef100_A8Q0T1	NA	14	41	77	11	49
UniRef100_A8Q0W1	NA	1	2	2	62	22
UniRef100_A8Q0Z0	NA	1	1	1	63	1
UniRef100_A8Q119	NA	14	56	15	32	38
UniRef100_A8Q129	NA	1	37	30	109	22
UniRef100_A8Q179	NA	24	72	77	53	2
UniRef100_A8Q192	NA	2	31	11	40	57
UniRef100_A8Q1C2	NA	39	132	25	119	37
UniRef100_A8Q1F6	NA	14	14	5	118	12
UniRef100_A8Q1H5	NA	23	105	108	2	10
UniRef100_A8Q1I9	NA	1	65	29	27	65
UniRef100_A8Q1P6	NA	2	109	97	14	57
UniRef100_A8Q1P8	NA	31	12	78	42	6
UniRef100_A8Q1R9	NA	14	106	35	70	2
UniRef100_A8Q1U5	NA	2	124	19	4	57
UniRef100_A8Q1X5	NA	43	93	62	108	21
UniRef100_A8Q1Z9	NA	24	66	3	131	65
UniRef100_A8Q200	NA	40	76	103	61	85
UniRef100_A8Q227	NA	14	50	42	40	65
UniRef100_A8Q2F5	NA	39	19	34	127	57
UniRef100_A8Q2H1	NA	2	98	30	55	57
UniRef100_A8Q2I3	NA	39	115	7	29	49
UniRef100_A8Q2J1	NA	14	67	49	49	57
UniRef100_A8Q2J3	NA	1	19	7	98	38
UniRef100_A8Q2M4	NA	6	105	93	2	34
UniRef100_A8Q2Q1	NA	31	1	28	1	12
UniRef100_A8Q2T2	NA	24	19	66	11	38
UniRef100_A8Q356	NA	1	63	86	29	22
UniRef100_A8Q3B0	NA	31	71	22	109	76
UniRef100_A8Q3B5	NA	37	3	108	25	10
UniRef100_A8Q3K8	NA	35	51	101	50	86
UniRef100_A8Q3R3	NA	1	70	66	127	26
UniRef100_A8Q3S5	NA	1	3	28	69	1
UniRef100_A8Q3T9	NA	1	59	41	3	22
UniRef100_A8Q420	NA	24	59	86	32	57
UniRef100_A8Q427	NA	1	19	77	44	38
UniRef100_A8Q454	NA	31	63	3	118	8
UniRef100_A8Q469	NA	1	140	49	88	29
UniRef100_A8Q477	NA	24	54	93	29	57
UniRef100_A8Q4C0	NA	10	112	66	57	6
UniRef100_A8Q4D7	NA	39	75	75	76	1
UniRef100_A8Q4E7	NA	3	48	96	91	30
UniRef100_A8Q4H3	NA	2	19	93	49	38
UniRef100_A8Q4V3	NA	24	50	36	55	49
UniRef100_A8Q4W8	NA	14	19	108	98	38
UniRef100_A8Q549	NA	14	74	22	11	3
UniRef100_A8Q566	NA	14	17	41	56	22
UniRef100_A8Q5I4	NA	2	110	87	75	1
UniRef100_A8Q5J2	NA	44	98	84	89	32
UniRef100_A8Q5J7	NA	1	140	18	25	2
UniRef100_A8Q5T2	NA	1	31	100	56	2
UniRef100_A8Q5X6	NA	37	19	15	42	22
UniRef100_A8Q5Z6	NA	38	40	21	19	30
UniRef100_A8Q5Z7	NA	43	127	39	66	16
UniRef100_A8Q600	NA	37	66	17	16	12
UniRef100_A8Q609	NA	1	59	86	98	76
UniRef100_A8Q612	NA	14	9	38	34	76
UniRef100_A8Q615	NA	1	133	72	3	49
UniRef100_A8Q617	NA	14	66	25	72	2
UniRef100_A8Q6N3	NA	37	47	97	64	38
UniRef100_A8Q6R7	NA	24	105	34	59	22
UniRef100_A8Q6V7	NA	2	60	86	109	2
UniRef100_A8Q6Y2	NA	1	41	86	32	1
UniRef100_A8Q6Y7	NA	1	26	30	3	1
UniRef100_A8Q6Y9	NA	1	69	43	3	71
UniRef100_A8Q6Z0	NA	14	100	104	29	1
UniRef100_A8Q702	NA	14	93	50	73	38
UniRef100_A8Q703	NA	14	77	100	7	22
UniRef100_A8Q704	NA	24	69	66	118	38
UniRef100_A8Q718	NA	1	1	2	3	7
UniRef100_A8Q719	NA	1	31	66	3	49
UniRef100_A8Q7B6	NA	2	37	30	3	38
UniRef100_A8Q7C8	NA	37	128	31	8	12
UniRef100_A8Q7H6	NA	46	66	15	45	28
UniRef100_A8Q7M4	NA	1	50	66	32	22
UniRef100_A8Q7P0	NA	3	50	15	25	10
UniRef100_A8Q809	NA	1	134	28	127	10
UniRef100_A8Q895	NA	39	23	69	26	26
UniRef100_A8Q8B0	NA	1	140	66	48	38
UniRef100_A8Q8B3	NA	39	19	86	56	71
UniRef100_A8Q8F5	NA	37	90	108	42	32
UniRef100_A8Q8F7	NA	39	46	76	118	57
UniRef100_A8Q8N2	NA	1	31	93	49	49
UniRef100_A8Q8R5	NA	1	64	77	74	1
UniRef100_A8Q8U1	NA	6	70	108	109	47
UniRef100_A8Q906	NA	2	54	77	110	57
UniRef100_A8Q915	NA	44	89	86	118	49
UniRef100_A8Q943	NA	6	56	3	34	37
UniRef100_A8Q946	NA	1	71	72	37	2
UniRef100_A8Q951	NA	43	28	90	17	1
UniRef100_A8Q983	NA	14	22	93	7	38
UniRef100_A8Q9C4	NA	44	123	77	88	18
UniRef100_A8Q9H4	NA	1	1	1	2	9
UniRef100_A8Q9I0	NA	1	72	100	127	65
UniRef100_A8Q9U1	NA	44	46	15	37	18
UniRef100_A8Q9X8	NA	1	59	93	29	22
UniRef100_A8Q9Y1	NA	46	86	2	88	32
UniRef100_A8Q9Y8	NA	2	9	49	32	49
UniRef100_A8QAR4	NA	44	9	100	11	18
UniRef100_A8QAR6	NA	6	102	37	65	52
UniRef100_A8QAZ9	NA	1	82	108	55	57
UniRef100_A8QB05	NA	46	22	108	37	29
UniRef100_A8QB11	NA	24	26	77	3	1
UniRef100_A8QB24	NA	14	53	95	107	22
UniRef100_A8QB43	NA	1	22	93	21	2
UniRef100_A8QB57	NA	14	26	93	127	22
UniRef100_A8QB66	NA	1	133	34	55	38
UniRef100_A8QB95	NA	2	37	93	127	49
UniRef100_A8QBF3	NA	2	64	34	40	38
UniRef100_A8QBF8	NA	31	64	35	127	43
UniRef100_A8QBI7	NA	14	14	3	88	65
UniRef100_A8QBL7	NA	44	105	42	16	20
UniRef100_A8QBM0	NA	2	19	11	60	2
UniRef100_A8QBN6	NA	37	137	50	55	57
UniRef100_A8QBU0	NA	39	30	73	46	76
UniRef100_A8QBX9	NA	14	14	86	3	65
UniRef100_A8QBZ6	NA	1	133	49	55	82
UniRef100_A8QBZ7	NA	12	71	108	42	76
UniRef100_A8QC17	NA	8	120	27	20	35
UniRef100_A8QC86	NA	1	50	100	58	22
UniRef100_A8QCC0	NA	1	49	1	73	1
UniRef100_A8QCG3	NA	10	1	93	40	29
UniRef100_A8QCH4	NA	1	56	86	98	49
UniRef100_A8QCI4	NA	1	1	1	63	1
